Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, nếu không thuộc trường hợp quy định tại Điều 224 của Bộ luật này, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",d,"Vi phạm quy định về tư vấn, thiết kế chương trình, dự án."
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",a,Vì vụ lợi;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",b,Có tổ chức;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",c,"Dùng thủ đoạn tinh vi, xảo quyệt;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",d,Gây thiệt hại từ 300.000.000 đồng đến dưới 1.000.000.000 đồng.
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,,3,"Phạm tội gây thiệt hại 1.000.000.000 đồng trở lên, thì bị phạt tù từ 10 năm đến 20 năm.",,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,,4,Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",a,"Giả mạo, khai man, thỏa thuận hoặc ép buộc người khác giả mạo, khai man, tẩy xóa tài liệu kế toán;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",b,"Dụ dỗ, thỏa thuận hoặc ép buộc người khác cung cấp, xác nhận thông tin, số liệu kế toán sai sự thật;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",c,Để ngoài sổ kế toán tài sản của đơn vị kế toán hoặc tài sản liên quan đến đơn vị kế toán;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",d,Hủy bỏ hoặc cố ý làm hư hỏng tài liệu kế toán trước thời hạn lưu trữ theo quy định của Luật kế toán;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",đ,"Lập hai hệ thống sổ kế toán tài chính trở lên nhằm bỏ ngoài sổ kế toán tài sản, nguồn vốn, kinh phí của đơn vị kế toán."
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",a,Vì vụ lợi;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",b,Có tổ chức;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",c,"Dùng thủ đoạn tinh vi, xảo quyệt;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",d,Gây thiệt hại từ 300.000.000 đồng đến dưới 1.000.000.000 đồng.
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,3,"Phạm tội gây thiệt hại 1.000.000.000 đồng trở lên, thì bị phạt tù từ 10 năm đến 20 năm.",,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,,4,Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,1,"Người nào thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi qphạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",a,Can thiệp trái pháp luật vào hoạt động đấu thầu;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,1,"Người nào thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi qphạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",b,Thông thầu;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,1,"Người nào thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi qphạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",c,Gian lận trong đấu thầu;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,1,"Người nào thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi qphạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",d,Cản trở hoạt động đấu thầu;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,1,"Người nào thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi qphạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",đ,"Vi phạm quy định của pháp luật về bảo đảm công bằng, minh bạch trong hoạt động đấu thầu;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,1,"Người nào thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi qphạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",e,Tổ chức lựa chọn nhà thầu khi nguồn vốn cho gói thầu chưa được xác định dẫn đến nợ đọng vốn của nhà thầu;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,1,"Người nào thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi qphạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",g,Chuyển nhượng thầu trái phép.
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",a,Vì vụ lợi;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",b,Có tổ chức;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",c,"Lợi dụng chức vụ, quyền hạn;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",d,"Dùng thủ đoạn tinh vi, xảo quyệt;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",đ,Gây thiệt hại từ 300.000.000 đồng đến dưới 1.000.000.000 đồng.
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,3,"Phạm tội gây thiệt hại 1.000.000.000 đồng trở lên, thì bị phạt tù từ 10 năm đến 20 năm.",,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,,4,Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong các hành vi sau đây, làm thất thoáttiền thuế phải nộp từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",a,"Thực hiện việc miễn thuế, giảm thuế, xóa nợ tiền thuế, xóa nợ tiền phạt, hoàn thuế không đúng quy định của Luật quản lý thuế và các quy định khác của pháp luật về thuế;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong các hành vi sau đây, làm thất thoáttiền thuế phải nộp từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",b,Xác nhận việc thực hiện nghĩa vụ thuế của người nộp thuế không đúng quy định của Luật quản lý thuế và quy định khác của pháp luật về thuế.
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",a,Vì vụ lợi;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",b,Có tổ chức;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",c,"Dùng thủ đoạn tinh vi, xảo quyệt;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",d,Làm thất thoát tiền thuế từ 300.000.000 đồng đến dưới 1.000.000.000 đồng.
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,3,"Phạm tội gây thất thoát tiền thuế 1.000.000.000 đồng trở lên, thì bị phạt tù từ 10 năm đến 20 năm.",,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",,4,Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",a,Quyết định đầu tư xây dựng không đúng quy định của Luật xây dựng;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",b,"Lập, thẩm định, phê duyệt thiết kế, dự toán, điều chỉnh dự toán, nghiệm thu công trình sử dụng vốn của Nhà nước trái với quy định của Luật xây dựng;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",c,Lựa chọn nhà thầu không đủ điều kiện năng lực để thực hiện hoạt động xây dựng;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,1,"Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong những hành vi sau đây, gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm:",d,"Dàn xếp, thông đồng làm sai lệch kết quả lập dự án, khảo sát, thiết kế, giám sát thi công, xây dựng công trình."
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",a,Vì vụ lợi;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",b,Có tổ chức;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",c,"Dùng thủ đoạn tinh vi, xảo quyệt;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 12 năm:",d,Gây thiệt hại từ 300.000.000 đồng đến dưới 1.000.000.000 đồng.
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,3,"Phạm tội gây thiệt hại 1.000.000.000 đồng trở lên, thì bị phạt tù từ 10 năm đến 20 năm.",,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,,4,Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,225,"Tội xâm phạm quyền tác giả, quyền liên quan",,1,"Người nào không được phép của chủ thể quyền tác giả, quyền liên quan mà cố ý thực hiện một trong các hành vi sau đây, xâm phạm quyền tác giả, quyền liên quan đang được bảo hộ tại Việt Nam với quy mô thương mại hoặc thu lợi bất chính từ 50.000.000 đồng đến dưới 300.000.000 đồng hoặc gây thiệt hại cho chủ thể quyền tác giả, quyền liên quan từ 100.000.000 đồng đến dưới 500.000.000 đồng hoặc hàng hóa vi phạm trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng, thì bị phạt tiền từ 50.000.000 đồng đến 300.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm:",a,"Sao chép tác phẩm, bản ghi âm, bản ghi hình;"
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,225,"Tội xâm phạm quyền tác giả, quyền liên quan",,1,"Người nào không được phép của chủ thể quyền tác giả, quyền liên quan mà cố ý thực hiện một trong các hành vi sau đây, xâm phạm quyền tác giả, quyền liên quan đang được bảo hộ tại Việt Nam với quy mô thương mại hoặc thu lợi bất chính từ 50.000.000 đồng đến dưới 300.000.000 đồng hoặc gây thiệt hại cho chủ thể quyền tác giả, quyền liên quan từ 100.000.000 đồng đến dưới 500.000.000 đồng hoặc hàng hóa vi phạm trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng, thì bị phạt tiền từ 50.000.000 đồng đến 300.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm:",b,"Phân phối đến công chúng bản sao tác phẩm, bản sao bản ghi âm, bản sao bản ghi hình."
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,225,"Tội xâm phạm quyền tác giả, quyền liên quan",,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 06 tháng đến 03 năm:",a,Có tổ chức;
Phần thứ hai - CÁC TỘI PHẠM,Chương XVIII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,225,"Tội xâm phạm quyền tác giả, quyền liên quan",,2,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 06 tháng đến 03 năm:",b,Phạm tội 02 lần trở lên;
